Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1342287691,ZVE2670,NC,PAS,07/22/2013,21,SDN,TOYOT,S,21340,18290,28890,0,102,102,0,885907,QW09,0000,1212P,,Q,F,91-16,120 ST,,0,408,D1,,YBBBBBB,1200P,0130P,SILVE,0,0,-,0,,,,,,,,,,,,,
1342287721,T604233C,NY,PAS,07/23/2013,21,SDN,NISSA,S,21690,51090,18040,20140228,102,102,0,885907,QW09,0000,1213P,,Q,F,87-65,126 ST,,0,408,D1,,BYBBBBB,1200P,0130P,BLACK,0,2010,-,0,,,,,,,,,,,,,
1342287757,LUVMYNYC,NY,SRF,07/26/2013,21,SDN,LINCO,S,0,0,0,20130902,102,102,0,885907,QW09,0000,0746A,,Q,F,,S/S HILLSIDE AVE,10FT W/O LEFFERTS BL,0,408,D1,,BBBBYBB,0730A,0800A,WHT,0,2003,-,0,,,,,,,,,,,,,
1342287770,GAH9957,NY,PAS,07/26/2013,21,SDN,NISSA,S,17590,22140,22240,20130930,102,102,0,885907,QW09,0000,1210P,,Q,F,134-02,87 AVE,,0,408,D1,,BBBBYBB,1200P,0130P,WHITE,0,2013,-,0,,,,,,,,,,,,,
1342287794,GBN8314,NY,OMS,07/26/2013,21,SDN,MAZDA,S,28990,21690,35780,20130930,102,102,0,885907,QW09,0000,1218P,,Q,F,85-37,AUSTIN ST,,0,408,D1,,BBBBYBB,1200P,0130P,BLUE,0,2013,-,0,,,,,,,,,,,,,
1342287800,GED6199,NY,PAS,07/27/2013,21,SDN,CADIL,S,51090,20640,20740,20150219,102,102,0,885907,QW09,0000,0906A,,Q,F,113-20,JAMAICA AVE,,0,408,D1,,BBBBBYB,0900A,0930A,BLACK,0,2008,-,0,,,,,,,,,,,,,
1342287848,GAL7786,NY,PAS,08/12/2013,21,SDN,MAZDA,S,51090,45590,17340,20140614,102,102,0,612508,QW09,0000,0806A,,Q,O,84-02,JAMAICA AVE,,0,408,D1,,YYYYYYB,0800A,0830A,RED,0,2004,-,0,,,,,,,,,,,,,
1342287903,792HLC,FL,PAS,08/17/2013,21,SDN,TOYOT,S,46190,67990,54490,0,104,104,0,912508,QW09,0000,0746A,,Q,F,66-58,FRESH POND RD,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,0,-,0,,,,,,,,,,,,,
1342287927,T626492C,NY,SRF,08/17/2013,21,SDN,TOYOT,S,46190,67990,54490,20131130,104,104,0,612508,QW09,0000,0806A,,Q,F,66-45,FRESH POND RD,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,2010,-,0,,,,,,,,,,,,,
1342287939,GHN5993,NY,PAS,08/17/2013,21,SUBN,CHEVR,S,46190,58390,67990,20150711,104,104,0,612508,QW09,0000,0812A,,Q,F,66-25,FRESH POND RD,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,1994,-,0,,,,,,,,,,,,,
1342287990,GFR1185,NY,PAS,08/21/2013,21,SDN,ACURA,S,15990,7240,7790,20150523,115,115,0,612508,QE09,0000,1150A,,Q,F,25-53,76 ST,,0,408,D1,,YYYYYYB,1130A,0130P,BLACK,0,2005,-,0,,,,,,,,,,,,,
1342288040,JDR9483,NY,PAS,08/06/2013,21,SDN,HONDA,S,21590,49690,51090,0,102,102,0,885907,QW09,0000,1214P,,Q,F,86-11,124TH ST,,0,408,D1,,BYBBBBB,1200P,0130P,PURPL,0,0,-,0,,,,,,,,,,,,,
1342288105,ORBIT07,NY,OMT,08/13/2013,21,SUBN,CHEVR,S,21540,17190,49690,20130930,102,102,0,885907,QW09,0000,1212P,,Q,F,85-13,123 ST,,0,408,D1,,BYBBBBB,1200P,0130P,BLACK,0,2011,-,0,,,,,,,,,,,,,
1342288129,GED6036,NY,PAS,08/16/2013,21,SDN,INFIN,S,0,0,0,20150212,102,102,0,885907,QW09,0000,1206P,,Q,F,,E/S 127 ST,20  N/O METROPOLITAN,0,408,D1,,BBBBYBB,1200P,0130P,BLACK,0,2005,-,0,,,,,,,,,,,,,
1342288130,GBX9462,NY,PAS,08/16/2013,21,SUBN,JEEP,S,17490,52090,22140,20130813,102,102,0,885907,QW09,0000,1210P,,Q,F,131-07,86 RD,,0,408,D1,,BBBBYBB,1200P,0130P,WHT,0,2001,-,0,,,,,,,,,,,,,
1342288142,GFN4760,NY,PAS,08/16/2013,21,SUBN,NISSA,S,17490,22140,22240,20150317,102,102,0,885907,QW09,0000,1213P,,Q,O,134-13,86 RD,,0,408,D1,,BBBBYBB,1230P,0130P,BLACK,0,2010,-,0,,,,,,,,,,,,,
1342288178,JDC1698,PA,PAS,08/17/2013,21,SDN,HONDA,S,51090,21690,21740,0,102,102,0,885907,QW09,0000,0739A,,Q,F,126-03,JAMAICA AVE,,0,408,D1,,BBBBBYB,0730A,0800A,WHT,0,0,-,0,,,,,,,,,,,,,
1342288439,GHJ1971,NY,PAS,08/20/2013,21,SDN,CHEVR,S,0,0,0,20141219,102,102,0,885907,QW05,0000,1213P,,Q,F,,S/S 89 AVE,E/O 124 ST,0,408,D1,,BYBBBBB,1200P,0130P,GRAY,0,2006,-,0,,,,,,,,,,,,,
1342288452,GDL6802,NY,PAS,08/21/2013,21,SDN,VOLVO,S,0,0,0,20141231,103,103,0,885907,QW09,0000,0739A,,Q,F,,S/S HILLSIDE AVE,40FT E/O BABBAGE ST,0,408,D1,,BBYBBBB,0730A,0800A,BLACK,0,2013,-,0,,,,,,,,,,,,,
1342295031,GGN6805,NY,PAS,08/13/2013,21,SDN,BMW,S,45490,14740,46590,20150630,104,104,0,515350,QW05,0000,0736A,,,F,70-01,FOREST AVE,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,0,-,0,,,,,,,,,,,,,
1342295067,727YSA,CT,PAS,08/10/2013,21,,FORD,S,38490,56490,61890,0,104,104,0,515350,QW05,0000,0740A,,,F,56-11,CATALPA AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,0,-,0,,,,,,,,,,,,,
1342295080,437XPM,99,SRF,08/10/2013,21,,TOYOT,S,0,0,0,0,104,104,0,515350,QW05,0000,0737A,,,,,,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,0,-,0,,,,,,,,,,,,,
1342295110,GED7464,NY,PAS,08/12/2013,21,SDN,HONDA,S,46490,46190,13490,20150317,104,104,0,515350,QW05,0000,1111A,,,,61-59,GATES AVE,,0,408,D1,,YBBBBBB,1100A,1230P,SILVE,0,2006,-,0,,,,,,,,,,,,,
1342295146,GBC3956,NY,PAS,08/14/2013,21,SDN,NISSA,S,46190,36190,55490,20140810,104,104,0,515350,QW05,0000,0815A,,,F,63-35,FRESH POND RD,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,2012,-,0,,,,,,,,,,,,,
1342295158,65569PA,99,COM,08/16/2013,21,TRLR,CHEVR,S,56490,57690,64690,0,104,104,0,515350,QW05,0000,0814A,,Q,O,60-21,MYRTLE AVE,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,0,-,0,,,,,,,,,,,,,
1342295160,GDX3146,99,PAS,08/20/2013,21,SUBN,KIA,S,45490,14740,46590,20150213,104,104,0,515350,QW05,0000,0736A,,,F,70-04,FOREST AVE,,0,408,D1,,YYYYYYB,0730A,0800A,RED,0,2007,-,0,,,,,,,,,,,,,
1342295201,GHH5107,99,SRF,08/21/2013,21,VAN,HYUND,S,0,40404,40404,20150625,104,104,0,515350,QW05,0000,0817A,,,O,63-46,FRESHPOND RD,,0,408,D1,,YYYYYYB,0800A,0830A,SILVE,0,2007,-,0,,,,,,,,,,,,,
1342295225,GAX3686,99,SRF,08/12/2013,21,SDN,CADIL,S,46490,46190,13490,20141120,104,104,0,515350,QW05,0000,1120A,,Q,F,6115,GATES AVE,,0,408,D1,,YBBBBBB,1100A,1230P,BLACK,0,2001,-,0,,,,,,,,,,,,,
1342308864,GBN1049,NY,PAS,07/29/2013,21,SUBN,SUBAR,X,56490,41690,46190,20140726,104,104,0,587593,QW05,0000,0730A,0730A,,F,60-89,MYRTLE AVE,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,2001,-,0,,,,,,,,,,,,,
1342308890,GGF2955,NY,PAS,07/30/2013,21,SUBN,FORD,S,61890,59890,39890,20150429,104,104,0,587593,QW05,0000,0740A,0740A,,F,819,SENECA AVE,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,2004,-,0,,,,,,,,,,,,,
1342308906,GED6146,99,999,07/30/2013,21,,,S,61890,59890,39890,0,104,104,0,587593,QW05,0000,0742A,0742A,,F,813,SENECA AVE,,20130730,408,D1,,YYYYYYB,0730A,0800A,,0,0,-,0,,,,,,,,,,,,,
1342308918,489KL1,MA,999,07/31/2013,21,SDN,NISSA,S,56490,67290,38790,0,104,104,0,587593,QW05,0000,0805A,0805A,,F,57-46,MYRTLE AVE,,20130731,408,D1,,YYYYYYB,0800A,0830A,RED,0,0,-,0,,,,,,,,,,,,,
1342310380,6HU8100,NY,PAS,07/29/2013,21,SDN,VOLKS,X,46190,48290,54090,20130813,104,104,0,641467,QW05,0000,0743A,,Q,F,64-04,FRESH POND RD,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,2013,-,0,,,,,,,,,,,,,
1342310391,GED7464,NY,PAS,07/29/2013,21,SDN,HONDA,X,46190,54490,59890,20150317,104,104,0,641467,QW05,0000,0806A,,,F,6667,FRESH POND,,0,408,D1,,YYYYYYB,0800A,0830A,SILVE,0,2006,-,0,,,,,,,,,,,,,
1342310408,GMF6724,NY,PAS,08/01/2013,41,SDN,,S,46190,46490,58390,20130728,104,104,0,641467,QW05,0000,0806A,,Q,F,66-03,FRESH POND RD,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,2011,-,0,,,,,,,,,,,,,
1342310433,T635723C,NY,COM,08/19/2013,21,SDN,LINCO,S,56490,63030,67990,20140531,104,104,0,641467,QW05,0000,0807A,,Q,F,54-28,MYRTLE AVE,,0,408,D1,,YYYYYYB,0830A,0830A,BLACK,0,2006,-,0,,,,,,,,,,,,,
1342310445,693136,FL,PAS,08/19/2013,21,SDN,FORD,S,56490,13940,13940,0,104,104,0,641467,QW05,0000,0819A,,Q,F,65-70,MYRTLE AVE,,0,408,D1,,YYYYYYB,0800A,0830A,GRAY,0,0,-,0,,,,,,,,,,,,,
1342310469,4MYFAM,NY,PAS,08/19/2013,21,SUBN,CHRYS,S,56490,14840,39690,0,104,104,0,641467,QW05,0000,0839A,,Q,F,70-05,MYRTLE AVE,,0,408,D1,,YYYYYYB,0830A,0900A,,0,1997,-,0,,,,,,,,,,,,,
1342310688,HZS3407,PA,PAS,07/23/2013,21,SDN,NISSA,S,58190,58390,67990,0,104,104,0,885842,QW05,0000,0850A,,Q,O,752,ONDERDONK AVE,,0,408,D1,,BYBBYBB,0830A,1000A,GRY,0,2005,-,0,,,,,,,,,,,,,
1342310690,59RT24,NY,PAS,07/23/2013,21,MC,TRIUM,S,68390,48790,47890,0,104,104,0,885842,QW05,0000,0857A,,Q,F,481,WOODWARD AVE,,0,408,D1,,BYBBYBB,0830A,1000A,BLK,0,2010,-,0,,,,,,,,,,,,,
1342310706,63524MC,NY,COM,07/24/2013,21,REFG,INTER,S,0,40404,40404,20131231,104,104,0,885842,QW05,0000,0815A,,Q,,60-35,MERRICK AVE,,0,408,D1,,YYYYYYB,0800A,0830A,WHT,0,2012,-,0,,,,,,,,,,,,,
1342310718,JCX7348,PA,PAS,07/24/2013,21,SUBN,CHEVR,S,47490,55490,48290,0,104,104,0,885842,QW05,0000,0836A,,Q,F,580,GRANDVIEW AVE,,0,408,D1,,BBYBBBB,0830A,1000A,BLUE,0,2002,-,0,,,,,,,,,,,,,
1342310731,EGF3496,NY,PAS,07/23/2013,21,SDN,BUICK,S,47890,65162,45490,20140824,104,104,0,885842,QW05,0000,0846A,,Q,F,2223,GREENE AVE,,0,408,D1,,BBYBBBB,0830A,1000A,RED,0,0,-,0,,,,,,,,,,,,,
1342310743,GBJ2791,NY,PAS,07/24/2013,21,SUBN,TOYOT,S,48790,65162,45490,20140926,104,104,0,885842,QW05,0000,0850A,,Q,F,2209,HARMAN ST,,0,408,D1,,BBYBBBB,0830A,1000A,RED,0,0,-,0,,,,,,,,,,,,,
1342310779,HXV6827,PA,PAS,07/25/2013,21,SUBN,BUICK,S,56490,13640,13640,0,104,104,0,885842,QW05,0000,0822A,,Q,F,65-30,MYRTLE AVE,,0,408,D1,,YYYYYYB,0800A,0830A,BLK,0,2006,-,0,,,,,,,,,,,,,
1342310780,GBP7128,NY,PAS,07/25/2013,21,SUBN,HYUND,S,56490,13940,13940,20141009,104,104,0,885842,QW05,0000,0825A,,Q,F,65-66,MYRTLE AVE,,0,408,D1,,YYYYYYB,0800A,0830A,BLUE,0,2005,-,0,,,,,,,,,,,,,
1342311036,GDR3734,NY,PAS,07/23/2013,21,SDN,SUBAR,S,56490,58190,45490,20141231,104,104,0,885842,QW05,0000,0746A,,Q,O,5806,MYRTLE AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BLUE,0,2013,-,0,,,,,,,,,,,,,
1342311528,T607656C,NY,SRF,08/19/2013,21,SDN,LINCO,S,55490,40404,40404,20131130,114,114,0,540127,QW05,0000,1000A,,Q,F,413,MENAHAN STREET,,0,408,D1,,YBBYBBB,0930A,1100A,BLACK,0,2004,-,0,,,,,,,,,,,,,
1342311541,T626492C,NY,SRF,08/20/2013,34,SDN,,S,46190,58390,67990,20131130,104,104,0,540127,QW05,0000,0737A,,Q,F,6634,FRESH POND ROAD,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,2010,-,0,,,,,,,,,,,,,
1342311553,GJM2560,NY,PAS,08/20/2013,34,SUBN,,S,46190,54090,46490,20150814,104,104,0,540127,QW05,0000,0807A,,Q,F,6507,FRESH POND ROAD,,0,408,H2,,YYYYYYB,0730A,0800A,GREEN,0,2004,-,0,,,,,,,,,,,,,
1342311565,GFW3424,NY,PAS,08/20/2013,34,SDN,TOYOT,S,47290,60290,13940,20150701,104,104,0,540127,QW05,0000,0817A,,Q,O,65-49,GRAND AVENUE,,0,408,H2,,YYYYYYB,0800A,0830A,BLACK,0,2009,-,0,,,,,,,,,,,,,
1342311589,GAW2069,NY,PAS,08/20/2013,34,SDN,TOYOT,S,47290,14590,14540,20140706,104,104,0,540127,QW05,0000,0840A,,Q,O,6942,GRAND AVENUE,,0,408,H2,,YYYYYYB,0830A,0900A,GREEN,0,2010,-,0,,,,,,,,,,,,,
1342312296,37978JX,NY,SRF,07/23/2013,21,GREE,FORD,S,47290,14540,14540,20131130,104,104,0,515350,QW05,0000,0836A,,,F,69-57,GRAND AVE,,0,408,D1,,YYYYYYB,0830A,0900A,GREEN,0,2001,-,0,,,,,,,,,,,,,
1342312375,6876MC,99,SRF,07/20/2013,21,,MITSU,S,46190,54490,59890,20130731,104,104,0,515350,QW05,0000,0806A,,,F,66-77,FRESH POND RD,,0,408,D1,,BYYYYYB,0800A,0830A,WHITE,0,2003,-,0,,,,,,,,,,,,,
1342312387,GAD2306,NY,PAS,07/20/2013,21,,HONDA,S,46190,67990,54490,20140628,104,104,0,515350,QW05,0000,0807A,,,F,66-41,FRESH POND RD,,0,408,D1,,YYYYYYB,0800A,0830A,RED,0,2012,-,0,,,,,,,,,,,,,
1342312429,EMH9882,99,PAS,07/23/2013,21,,MAZDA,S,63570,35780,61890,20140606,104,104,0,515350,QW05,0000,1103A,,,F,58-40,ST FELIX AVE,,0,408,D1,,BYBBBBB,1100A,1230P,RED,0,2008,-,0,,,,,,,,,,,,,
1342312442,EUJ5720,NY,PAS,07/22/2013,21,,AUDI,S,14690,50370,11740,20131126,104,104,0,515350,QW05,0000,0836A,,,F,55-31,69TH ST,,0,408,D1,,YYYYYYB,0830A,0900A,BLACK,0,2013,-,0,,,,,,,,,,,,,
1342312478,55669,99,COM,07/23/2013,21,TRLR,,S,47290,12740,13490,0,104,104,0,515350,QW05,0000,0806A,,,F,63-04,GRAND AVE,,0,408,D1,,YYYYYYB,0800A,0830,,0,0,-,0,,,,,,,,,,,,,
1342312480,53184M2,MD,PAS,07/23/2013,21,SDN,FORD,S,63570,35780,61890,0,104,104,0,515350,QW05,0000,1101A,,,F,58-40,ST FELIX AVE,,0,408,D1,,BYBBBBB,1100A,1230P,BLACK,0,0,-,0,,,,,,,,,,,,,
1342312508,GCE4957,NY,PAS,07/23/2013,21,SDN,,S,16340,41290,12690,20140927,104,104,0,515350,QW05,0000,1111A,,,F,58-40,79TH AVE,,0,408,D1,,BYBBBBB,1100A,1230P,BLACK,0,2003,-,0,,,,,,,,,,,,,
1342312510,GCW3563,NY,PAS,07/23/2013,21,SDN,ACURA,S,12940,15690,39690,20141031,104,104,0,515350,QW05,0000,1115A,,,F,75-13,62 STREET,,0,408,D1,,BYBBBBB,1100A,1230P,BLACK,0,2012,-,0,,,,,,,,,,,,,
1342312533,JUDY87,99,SRF,07/26/2013,21,,HONDA,S,46190,12490,43490,20150409,104,104,0,515350,QW05,0000,0807A,,,F,60-73,FRESH POND RD,,0,408,D1,,YYYYYYB,0800A,0830A,SILVE,0,2009,-,0,,,,,,,,,,,,,
1342312545,88837JX,99,SRF,07/26/2013,21,,,S,47290,13490,13740,20130608,104,104,0,515350,QW05,0000,0811A,,,F,64-14,GRAND AVE,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,0,-,0,,,,,,,,,,,,,
1342312557,EJE9028,NY,PAS,07/27/2013,21,VAN,HONDA,S,41290,59890,56490,20140619,104,104,0,515350,QW05,0000,0741A,,,F,805,CYPRESS AVE,,0,408,D1,,YYYYYYB,0730A,0800A,GOLD,0,2002,-,0,,,,,,,,,,,,,
1342312569,8458994,ME,PAS,08/05/2013,21,DELV,,S,56490,57690,64690,0,104,104,0,515350,QW05,0000,0736A,,,F,60-19,MYRTLE AVE,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,0,-,0,,,,,,,,,,,,,
1342312582,GXZ0358,PA,PAS,08/05/2013,21,,CHRYS,S,46590,94730,41290,0,104,104,0,515350,QW05,0000,0836A,,,F,1665,GEORGE ST,,0,408,D1,,YBBYBBB,0830A,1001A,SILVR,0,0,-,0,,,,,,,,,,,,,
1342312624,T618848C,99,SRF,08/05/2013,21,SDN,LINCO,S,56490,54490,59890,20140430,104,104,0,515350,QW05,0000,0806A,,,F,55-28,MYRTLE AVE,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,2005,-,0,,,,,,,,,,,,,
1342312636,GBU1472,NY,SRF,08/05/2013,21,SDN,FORD,S,56490,58190,45490,20140904,104,104,0,515350,QW05,0000,0738A,,,O,58-20,MYRTLE AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,2013,-,0,,,,,,,,,,,,,
1345297208,LEHILL,VA,PAS,07/18/2013,21,SDN,MERCU,S,20720,26610,26640,0,0044,44,0,533308,BX04,0000,0944A,,BX,F,1031,COLLEGE AVENUE,,0,408,D1,,BBBYBBB,0930A,1100A,BEIGE,0,0,-,0,,,,,,,,,,,,,
1345297210,GHN4277,NY,PAS,07/18/2013,21,SDN,,S,55220,12550,70620,20150609,0044,44,0,533308,BX04,0000,1153A,,BX,F,1438,OGDEN AVENUE,,0,408,D1,,BBBYBBB,1130A,0100P,BLUE,0,2003,-,0,,,,,,,,,,,,,
1345297221,J21AHZ,99,999,07/18/2013,21,SDN,ACURA,S,55220,12550,70620,0,0044,44,0,0,0000,0000,1158A,,BX,F,1438,OGDEN AVENUE,,0,408,D1,,BBBYBBB,1130A,0100P,BLACK,0,0,-,0,,,,,,,,,,,,,
1345297233,GEL1960,NY,PAS,07/18/2013,21,SDN,ACURA,S,0,40404,40404,20150311,0044,44,0,533308,BX04,0000,1202P,,BX,F,1435,EDWARD GRANT HIGHWAY,,0,408,D1,,BBBYBBB,1130A,0100P,GREEN,0,1996,-,0,,,,,,,,,,,,,
1345297257,ZCR5980,PA,PAS,07/18/2013,21,TRUC,GRUMM,S,0,0,0,0,0044,44,0,533308,BX04,0000,1215P,,BX,,,W/S EDWARD GRANT HIG,E/O NELSON AVENUE,0,408,D1,,BBBYBBB,1130A,0100P,WHITE,0,0,-,0,,,,,,,,,,,,,
1345297270,GEL2919,NY,PAS,07/22/2013,21,SDN,,S,26670,64720,36620,20150325,0044,44,0,533308,BX04,0000,0742A,,BX,F,233,EAST 167 STREET,,0,408,D1,,YBBBBBB,0730A,0800A,BLACK,0,2003,-,0,,,,,,,,,,,,,
1345297312,GDF8515,NY,PAS,07/22/2013,21,SUBN,HONDA,S,0,0,0,20150414,0044,44,0,533308,BX04,0000,0824A,,BX,,,L/S E 174TH ST,APX 100  W/O WEEKS,0,408,D1,,YBBBBBB,0800A,0930A,SILVR,0,2006,-,0,,,,,,,,,,,,,
1345297324,JBZ4305,PA,PAS,07/22/2013,21,SUBN,,S,26880,52120,29720,0,0044,44,0,533308,BX04,0000,0828A,,BX,O,180,EAST 174TH ST,,0,408,D1,,YBBBBBB,0800A,0930A,SILVR,0,0,-,0,,,,,,,,,,,,,
1345297336,GHP3851,NY,PAS,07/22/2013,21,SDN,TOYOT,S,25420,74360,42920,20150708,0044,44,0,533308,BX04,0000,1147A,,BX,F,1347,EDWARD L GRANT HWY,,0,408,D1,,YBBBBBB,1130A,0100P,BLUE,0,2003,-,0,,,,,,,,,,,,,
1345297348,ZCR5980,PA,PAS,07/22/2013,21,TRUC,GRUMM,S,0,0,0,0,0044,44,0,533308,BX04,0000,1150A,,BX,,,R/S E L GRANT HWY,80  N/O SHAKESPEARE,0,408,D1,,YBBBBBB,1130A,0100P,WHITE,0,0,-,0,,,,,,,,,,,,,
1345297350,K96897,CT,999,07/22/2013,21,SUBN,FORD,S,74330,55220,50520,0,0044,44,0,533308,BX04,0000,1211P,,BX,F,165,WEST 169TH STREET,,0,408,D1,,YBBBBBB,1130A,0100P,SILVR,0,0,-,0,,,,,,,,,,,,,
1345297361,GFC5633,NY,PAS,07/22/2013,21,SUBN,FORD,S,64520,43020,74380,20150214,0044,44,0,533308,BX04,0000,1221P,,BX,O,1436,SHAKESPEARE AVE,,0,408,D1,,YBBBBBB,1130A,0100P,BLUE,0,2002,-,0,,,,,,,,,,,,,
1345297385,GHG6181,NY,PAS,07/23/2013,21,SUBN,NISSA,S,0,40404,40404,20130827,0044,44,0,533308,BX04,0000,0821A,,BX,F,170,E MOUNT EDEN PARKWAY,,0,408,D1,,BYBBBBB,0800A,0930A,SILVE,0,2010,-,0,,,,,,,,,,,,,
1345297543,T13CLJ,NJ,PAS,07/18/2013,21,SDN,,S,42820,49220,30520,0,0044,44,0,533308,BX04,0000,0754A,,BX,F,1360,JEROME AVE,,0,408,D1,,BBBYBBB,0730A,0800A,SILVE,0,0,-,0,,,,,,,,,,,,,
1345297555,VBP67Y,NJ,PAS,07/18/2013,21,SDN,CHEVR,S,0,0,0,0,0044,44,0,533308,BX04,0000,0808A,,BX,,,L/S MOUNT EDEN PARKW,GRAND CONCOURSE,0,408,D1,,BBBYBBB,0800A,0930A,GREEN,0,0,-,0,,,,,,,,,,,,,
1345297579,K9273P,TN,PAS,07/18/2013,21,SUBN,KIA,S,0,0,0,0,0044,44,0,533308,BX04,0000,0819A,,BX,,,L/S EAST MONUT EDEN,E/O WEEKS AVENUE,0,408,D1,,BBBYBBB,0800A,0930A,RED,0,0,-,0,,,,,,,,,,,,,
1345297580,GDZ4546,NY,PAS,07/18/2013,21,SDN,CHRYS,S,20020,26850,26880,0,0044,44,0,533308,BX04,0000,0824A,,BX,F,1697,CLAY AVENUE,,0,408,D1,,BBBYBBB,0800A,0930A,RED,0,2007,-,0,,,,,,,,,,,,,
1345298043,9BJ6G87,NY,PAS,08/02/2013,21,SDN,TOYOT,S,86430,40404,40404,20140722,0071,71,0,847043,BX04,0000,0946A,0946A,K,F,1021A,UNION AVE,,20130802,408,D1,,BBBBYBB,0930A,1100A,RED,0,1991,-,0,,,,,,,,,,,,,
1345298067,GFM1703,NY,PAS,08/02/2013,21,SDN,NISSA,S,73430,24830,30930,20150513,0071,71,0,847043,BX04,0000,1210A,1210A,K,O,362,ROCHESTER,,20130802,408,D1,,BBBBYBB,1200A,0130P,BLACK,0,2005,-,0,,,,,,,,,,,,,
1345298080,HC46,NY,PAS,08/02/2013,21,SDN,DODGE,S,86430,40404,40404,20140222,0071,71,0,847043,BX04,0000,0941A,0941A,K,O,1021,UNION AVE,,20130802,408,D1,,BBBBYBB,0930A,1100A,WHITE,0,1985,-,0,,,,,,,,,,,,,
1345298092,9FN7806,NY,PAS,08/02/2013,21,SDN,HONDA,S,38430,23330,54070,20150430,0071,71,0,847043,BX04,0000,1116A,1116A,K,F,760,EASTERN PKWAY,,20130802,408,D1,,BBBBYBB,1100A,1230P,GREY,0,2012,-,0,,,,,,,,,,,,,
1345298110,9BP4565,NY,PAS,08/02/2013,21,SDN,NISSA,S,86430,40404,40404,20141011,0071,71,0,847043,BX04,0000,0944A,0944A,K,F,1021A,UNION AVE,,20130802,408,D1,,BBBBYBB,0930A,1100A,GREY,0,2003,-,0,,,,,,,,,,,,,
1345298146,T56BXX,NJ,PAS,08/02/2013,21,SDN,LINCO,S,24830,18630,73690,0,0071,71,0,847043,BX04,0000,0909A,0904A,K,,1116,CARROLL ST,,0,408,D1,,BBBBYYY,0830A,1000A,GREEN,0,2002,-,0,,,,,,,,,,,,,
1345298160,350XRK,FL,PAS,08/02/2013,21,SDN,VOLKS,S,86630,30930,62330,0,0071,71,0,847043,BX04,0000,0835A,0835A,K,,388,UTICA,,0,408,D1,,BBBBYBB,0830A,0900A,BLUE,0,2011,-,0,,,,,,,,,,,,,
1345298183,GEL8520,NY,PAS,08/02/2013,21,SUBN,HONDA,S,54070,62330,39430,20140414,0071,71,0,847043,BX04,0000,0805A,0805A,K,F,425,KINGSTON AVE,,20130802,408,D1,,BBBBYBB,0800A,0830A,BLACK,0,2011,-,0,,,,,,,,,,,,,
1345298195,4EF3438,NY,PAS,08/02/2013,21,SDN,FORD,S,0,40404,40404,20150515,0071,71,0,847043,BX04,0000,0810A,0810A,K,F,429,KINGTON AVE,,20130802,408,D1,,BBBBYBB,0800A,0830A,BLUE,0,2005,-,0,,,,,,,,,,,,,
1345298328,WZM1189,VA,PAS,07/18/2013,21,SDN,ACURA,S,42420,26130,58950,0,0040,40,0,610110,BX04,0000,1040A,,BX,F,599,JACKSON AVE,,0,408,D1,,YBBYBBB,0930A,1100A,BLUE,0,1999,-,0,,,,,,,,,,,,,
1345298500,348ZLA,CT,PAS,08/23/2013,21,SDN,NISSA,S,11820,35720,76950,0,0043,43,0,597546,BX09,0000,1222P,,NY,F,1252,BEACH AVE,,0,408,D1,,BYBBYBB,1130A,0100P,BLUE,0,2013,-,0,,,,,,,,,,,,,
1345298535,65407MD,NY,COM,07/27/2013,21,TRLR,,S,0,40404,40404,20150407,0043,43,0,597546,BX09,0000,0820A,,BX,F,112,HUGH GRANT CIRLCE,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,2008,-,0,,,,,,,,,,,,,
